olay_id,medya_tipi,kaynak,baslik,icerik,referans,similarity,modification_score,provocative_score,misleading_label
87,notr,Hurriyet,İş geliştirme merkezi açıldı,Yeni iş geliştirme merkezi hizmete girdi. Yetkililer faaliyetler hakkında bilgi verdi. Eğitim programları başlatıldı. Süreç izleniyor.,Yeni iş geliştirme merkezi hizmete girdi. Yetkililer faaliyetler hakkında bilgi verdi. Eğitim programları başlatıldı. Süreç izleniyor.,1.0,0.0,0.058823529411764705,1
88,yandas,Sabah,Yeni ulaşım planı yürürlüğe girdi,Şehirde trafik sorununu azaltmak amacıyla yeni ulaşım planı devreye alındı. Yetkililer sistemin verimliliği artıracağını belirtti. Yeni düzenlemelerin uygulanmaya başlandığı ifade edildi. Planın olumlu sonuç vermesi bekleniyor.,Yeni ulaşım planı yürürlüğe girdi. Yetkililer uygulama hakkında bilgi verdi. Trafik düzenlemeleri yapıldı. Süreç izleniyor.,0.17496747892731787,0.8250325210726821,0.07407407407407407,1
88,karsit,Sozcu,Ulaşım planı karmaşa yarattı,Yeni ulaşım planının trafik sorununu çözmediği ifade ediliyor. Vatandaşlar uygulamadan memnun olmadıklarını belirtiyor. Uzmanlar planlama hatalarına dikkat çekiyor. Tartışmalar sürüyor.,Yeni ulaşım planı yürürlüğe girdi. Yetkililer uygulama hakkında bilgi verdi. Trafik düzenlemeleri yapıldı. Süreç izleniyor.,0.09598591692365212,0.9040140830763479,0.07142857142857142,1
88,notr,Hurriyet,Yeni ulaşım planı uygulamaya alındı,Yeni ulaşım planı yürürlüğe girdi. Yetkililer uygulama hakkında bilgi verdi. Trafik düzenlemeleri yapıldı. Süreç izleniyor.,Yeni ulaşım planı yürürlüğe girdi. Yetkililer uygulama hakkında bilgi verdi. Trafik düzenlemeleri yapıldı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.09375,1
89,yandas,Sabah,Yeni medya eğitim programı başlatıldı,Medya okuryazarlığını artırmak amacıyla yeni eğitim programı başlatıldı. Yetkililer bilinçli medya kullanımını teşvik ettiklerini belirtti. Eğitimlerin geniş kitlelere ulaşması hedefleniyor. Programın etkili olacağı ifade edildi.,Yeni medya eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başlatıldı. Süreç izleniyor.,0.21505892899727896,0.784941071002721,0.057692307692307696,1
89,karsit,Sozcu,Medya eğitim programı eleştirildi,Yeni medya eğitim programının yetersiz olduğu ifade ediliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Katılımcılar daha kapsamlı içerik talep ediyor. Tartışmalar sürüyor.,Yeni medya eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başlatıldı. Süreç izleniyor.,0.09349477497536714,0.9065052250246328,0.06818181818181818,1
89,notr,Hurriyet,Medya eğitim programı duyuruldu,Yeni medya eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başlatıldı. Süreç izleniyor.,Yeni medya eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başlatıldı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
90,yandas,Sabah,Yeni altyapı güçlendirme çalışmaları tamamlandı,Şehir altyapısını güçlendirmek amacıyla yürütülen çalışmalar tamamlandı. Yetkililer sistemin daha dayanıklı hale geldiğini belirtti. Yeni yatırımların katkı sağladığı ifade edildi. Çalışmaların devam edeceği vurgulandı.,Altyapı güçlendirme çalışmaları tamamlandı. Yetkililer proje hakkında bilgi verdi. Sistem yenilendi. Süreç izleniyor.,0.060896395849183806,0.9391036041508162,0.06,1
90,karsit,Sozcu,Altyapı çalışmaları yetersiz bulundu,Altyapı çalışmalarının beklenen sonucu vermediği iddia ediliyor. Vatandaşlar sorunların devam ettiğini belirtiyor. Uzmanlar eksikliklere dikkat çekiyor. Tartışmalar sürüyor.,Altyapı güçlendirme çalışmaları tamamlandı. Yetkililer proje hakkında bilgi verdi. Sistem yenilendi. Süreç izleniyor.,0.03421369084214042,0.9657863091578596,0.15789473684210525,3
90,notr,Hurriyet,Altyapı çalışmaları tamamlandı,Altyapı güçlendirme çalışmaları tamamlandı. Yetkililer proje hakkında bilgi verdi. Sistem yenilendi. Süreç izleniyor.,Altyapı güçlendirme çalışmaları tamamlandı. Yetkililer proje hakkında bilgi verdi. Sistem yenilendi. Süreç izleniyor.,1.0000000000000007,-6.661338147750939e-16,0.14285714285714285,1
91,yandas,Sabah,Yeni uzay araştırma merkezi açıldı,Türkiye’nin uzay çalışmalarını geliştirmek amacıyla yeni araştırma merkezi hizmete açıldı. Yetkililer merkezin bilimsel üretimi artıracağını belirtti. Uluslararası projelerde daha aktif rol alınacağı ifade edildi. Merkezin uzun vadeli katkı sağlayacağı vurgulandı.,Yeni uzay araştırma merkezi hizmete girdi. Yetkililer proje hakkında bilgi verdi. Bilimsel çalışmaların yürütülmesi planlanıyor. Süreç takip ediliyor.,0.17095737220863524,0.8290426277913647,0.016129032258064516,0
91,karsit,Sozcu,Uzay merkezi yatırımı eleştirildi,Yeni uzay araştırma merkezinin maliyeti tartışma konusu oldu. Uzmanlar önceliklerin farklı alanlarda olması gerektiğini savunuyor. Projenin ekonomik getirisi sorgulanıyor. Tartışmalar devam ediyor.,Yeni uzay araştırma merkezi hizmete girdi. Yetkililer proje hakkında bilgi verdi. Bilimsel çalışmaların yürütülmesi planlanıyor. Süreç takip ediliyor.,0.08249307773583073,0.9175069222641693,0.13043478260869565,3
91,notr,Hurriyet,Uzay araştırma merkezi açıldı,Yeni uzay araştırma merkezi hizmete girdi. Yetkililer proje hakkında bilgi verdi. Bilimsel çalışmaların yürütülmesi planlanıyor. Süreç takip ediliyor.,Yeni uzay araştırma merkezi hizmete girdi. Yetkililer proje hakkında bilgi verdi. Bilimsel çalışmaların yürütülmesi planlanıyor. Süreç takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.02631578947368421,0
92,yandas,Sabah,Yeni siber güvenlik sistemi devreye alındı,Ulusal siber güvenliği güçlendirmek amacıyla yeni sistem devreye alındı. Yetkililer sistemin tehditleri önceden tespit edeceğini belirtti. Dijital altyapının daha güvenli hale geldiği ifade edildi. Projenin kritik öneme sahip olduğu vurgulandı.,Yeni siber güvenlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,0.10214007428645532,0.8978599257135447,0.12903225806451613,3
92,karsit,Sozcu,Siber güvenlik sistemi yetersiz bulundu,Yeni siber güvenlik sisteminin eksikleri olduğu iddia ediliyor. Uzmanlar sistemin saldırılara karşı tam koruma sağlamadığını belirtiyor. Altyapı eksiklikleri tartışılıyor. Eleştiriler sürüyor.,Yeni siber güvenlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,0.09021753889016754,0.9097824611098324,0.13636363636363635,3
92,notr,Hurriyet,Siber güvenlik sistemi tanıtıldı,Yeni siber güvenlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,Yeni siber güvenlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,1.0,0.0,0.08823529411764706,1
93,yandas,Sabah,Yeni yapay zeka projesi başlatıldı,Yapay zeka alanında yeni bir proje hayata geçirildi. Yetkililer projenin teknoloji sektörüne katkı sağlayacağını belirtti. Yenilikçi çözümler geliştirileceği ifade edildi. Projenin büyümeyi desteklemesi bekleniyor.,Yeni yapay zeka projesi kamuoyuna açıklandı. Yetkililer hedefler hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.11447216867633941,0.8855278313236605,0.1,2
93,karsit,Sozcu,Yapay zeka projesi eleştirildi,Yeni yapay zeka projesinin yetersiz olduğu yönünde eleştiriler yapılıyor. Uzmanlar proje kapsamının dar olduğunu belirtiyor. Kaynakların verimli kullanılmadığı ifade ediliyor. Tartışmalar sürüyor.,Yeni yapay zeka projesi kamuoyuna açıklandı. Yetkililer hedefler hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.09118804011797209,0.9088119598820279,0.10869565217391304,2
93,notr,Hurriyet,Yapay zeka projesi duyuruldu,Yeni yapay zeka projesi kamuoyuna açıklandı. Yetkililer hedefler hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,Yeni yapay zeka projesi kamuoyuna açıklandı. Yetkililer hedefler hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
94,yandas,Sabah,Yeni biyoteknoloji laboratuvarı açıldı,Biyoteknoloji alanında araştırmalar yapılacak yeni laboratuvar açıldı. Yetkililer bilimsel üretimin artacağını belirtti. Sağlık ve tarım alanında yenilikler hedefleniyor. Projenin önemli katkı sağlayacağı ifade edildi.,Yeni biyoteknoloji laboratuvarı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Araştırmalar başlatıldı. Süreç takip ediliyor.,0.11447216867633941,0.8855278313236605,0.08,1
94,karsit,Sozcu,Biyoteknoloji yatırımı tartışma yarattı,Yeni biyoteknoloji yatırımının maliyeti eleştiriliyor. Uzmanlar kaynak kullanımını sorguluyor. Projenin verimliliği konusunda şüpheler dile getiriliyor. Tartışmalar sürüyor.,Yeni biyoteknoloji laboratuvarı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Araştırmalar başlatıldı. Süreç takip ediliyor.,0.06759317166168627,0.9324068283383138,0.16666666666666666,3
94,notr,Hurriyet,Biyoteknoloji laboratuvarı açıldı,Yeni biyoteknoloji laboratuvarı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Araştırmalar başlatıldı. Süreç takip ediliyor.,Yeni biyoteknoloji laboratuvarı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Araştırmalar başlatıldı. Süreç takip ediliyor.,0.9999999999999999,1.1102230246251565e-16,0.03125,0
95,yandas,Sabah,Yeni çevrim içi eğitim platformu başlatıldı,Eğitimde dijital dönüşüm kapsamında yeni platform devreye alındı. Yetkililer öğrencilerin erişiminin kolaylaştığını belirtti. Eğitim kalitesinin artması hedefleniyor. Platformun yaygınlaştırılması planlanıyor.,Yeni çevrim içi eğitim platformu hizmete girdi. Yetkililer sistem hakkında bilgi verdi. Kullanım başladı. Süreç izleniyor.,0.09262135980593036,0.9073786401940697,0.07142857142857142,1
95,karsit,Sozcu,Online eğitim platformu eleştirildi,Yeni eğitim platformunun yetersiz olduğu iddia ediliyor. Öğrenciler teknik sorunlardan şikayetçi. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Tartışmalar sürüyor.,Yeni çevrim içi eğitim platformu hizmete girdi. Yetkililer sistem hakkında bilgi verdi. Kullanım başladı. Süreç izleniyor.,0.06335481222196541,0.9366451877780346,0.15789473684210525,3
95,notr,Hurriyet,Online eğitim platformu açıldı,Yeni çevrim içi eğitim platformu hizmete girdi. Yetkililer sistem hakkında bilgi verdi. Kullanım başladı. Süreç izleniyor.,Yeni çevrim içi eğitim platformu hizmete girdi. Yetkililer sistem hakkında bilgi verdi. Kullanım başladı. Süreç izleniyor.,1.0,0.0,0.058823529411764705,1
96,yandas,Sabah,Yeni veri koruma yasası yürürlüğe girdi,Kişisel verilerin korunmasına yönelik yeni yasa yürürlüğe girdi. Yetkililer güvenliğin artırıldığını belirtti. Dijital hakların korunması hedefleniyor. Yasanın önemli katkı sağlayacağı vurgulandı.,Yeni veri koruma yasası yürürlüğe alındı. Yetkililer düzenleme hakkında bilgi verdi. Uygulama başladı. Süreç izleniyor.,0.09349477497536714,0.9065052250246328,0.06818181818181818,1
96,karsit,Sozcu,Veri koruma yasası eleştiriliyor,Yeni veri koruma yasası bazı kesimler tarafından eleştiriliyor. Uzmanlar yasanın yetersiz olduğunu belirtiyor. Kullanıcı haklarının tam korunmadığı ifade ediliyor. Tartışmalar sürüyor.,Yeni veri koruma yasası yürürlüğe alındı. Yetkililer düzenleme hakkında bilgi verdi. Uygulama başladı. Süreç izleniyor.,0.1286380160221188,0.8713619839778812,0.11363636363636363,2
96,notr,Hurriyet,Veri koruma yasası yürürlüğe girdi,Yeni veri koruma yasası yürürlüğe alındı. Yetkililer düzenleme hakkında bilgi verdi. Uygulama başladı. Süreç izleniyor.,Yeni veri koruma yasası yürürlüğe alındı. Yetkililer düzenleme hakkında bilgi verdi. Uygulama başladı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.09375,1
97,yandas,Sabah,Yeni robotik üretim hattı kuruldu,Sanayide otomasyonu artırmak amacıyla yeni robotik üretim hattı kuruldu. Yetkililer verimliliğin arttığını belirtti. Üretim kapasitesinin yükseldiği ifade edildi. Teknolojik dönüşümün sürdüğü vurgulandı.,Yeni robotik üretim hattı devreye alındı. Yetkililer sistem hakkında bilgi verdi. Üretim başladı. Süreç izleniyor.,0.2503737137131626,0.7496262862868375,0.021739130434782608,0
97,karsit,Sozcu,Robotik üretim işsizliği artırabilir,Yeni robotik sistemlerin işsizliği artırabileceği iddia ediliyor. Uzmanlar insan gücünün azalacağına dikkat çekiyor. Sosyal etkiler tartışılıyor. Eleştiriler sürüyor.,Yeni robotik üretim hattı devreye alındı. Yetkililer sistem hakkında bilgi verdi. Üretim başladı. Süreç izleniyor.,0.06134462782766198,0.9386553721723381,0.13157894736842105,3
97,notr,Hurriyet,Robotik üretim hattı kuruldu,Yeni robotik üretim hattı devreye alındı. Yetkililer sistem hakkında bilgi verdi. Üretim başladı. Süreç izleniyor.,Yeni robotik üretim hattı devreye alındı. Yetkililer sistem hakkında bilgi verdi. Üretim başladı. Süreç izleniyor.,1.0,0.0,0.0625,1
98,yandas,Sabah,Yeni akıllı tarım sistemi uygulanıyor,Tarımda verimliliği artırmak amacıyla akıllı sistemler kullanılmaya başlandı. Yetkililer üretimin arttığını belirtti. Teknolojik çözümlerle maliyetlerin düşmesi hedefleniyor. Sistem yaygınlaştırılacak.,Yeni akıllı tarım sistemi uygulanmaya başlandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar sürüyor. Süreç izleniyor.,0.09868742263523536,0.9013125773647647,0.025,0
98,karsit,Sozcu,Akıllı tarım sistemi eleştirildi,Yeni tarım sisteminin yeterince etkili olmadığı iddia ediliyor. Çiftçiler uygulamaya uyum sağlamakta zorlanıyor. Uzmanlar desteklerin artırılması gerektiğini belirtiyor. Tartışmalar sürüyor.,Yeni akıllı tarım sistemi uygulanmaya başlandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar sürüyor. Süreç izleniyor.,0.09598591692365212,0.9040140830763479,0.11904761904761904,2
98,notr,Hurriyet,Akıllı tarım sistemi devrede,Yeni akıllı tarım sistemi uygulanmaya başlandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar sürüyor. Süreç izleniyor.,Yeni akıllı tarım sistemi uygulanmaya başlandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar sürüyor. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
99,yandas,Sabah,Yeni lojistik drone sistemi test edildi,Lojistik alanında kullanılacak drone sistemi başarıyla test edildi. Yetkililer teslimat sürelerinin kısalacağını belirtti. Teknolojinin sektöre katkı sağlayacağı ifade edildi. Sistem geliştirilmeye devam edecek.,Yeni drone sistemi test edildi. Yetkililer proje hakkında bilgi verdi. Deneme süreci tamamlandı. Sonuçlar değerlendirilecek.,0.18702035909534637,0.8129796409046537,0.0,0
99,karsit,Sozcu,Drone sistemi güvenlik riski taşıyor,Yeni drone sisteminin güvenlik riskleri oluşturabileceği ifade ediliyor. Uzmanlar denetim eksikliğine dikkat çekiyor. Vatandaşlar endişelerini dile getiriyor. Tartışmalar sürüyor.,Yeni drone sistemi test edildi. Yetkililer proje hakkında bilgi verdi. Deneme süreci tamamlandı. Sonuçlar değerlendirilecek.,0.06373021469619991,0.9362697853038001,0.15,3
99,notr,Hurriyet,Lojistik drone sistemi test edildi,Yeni drone sistemi test edildi. Yetkililer proje hakkında bilgi verdi. Deneme süreci tamamlandı. Sonuçlar değerlendirilecek.,Yeni drone sistemi test edildi. Yetkililer proje hakkında bilgi verdi. Deneme süreci tamamlandı. Sonuçlar değerlendirilecek.,0.9999999999999999,1.1102230246251565e-16,0.09375,1
100,yandas,Sabah,Yeni sürdürülebilir şehir projesi başlatıldı,Sürdürülebilir şehir modeli kapsamında yeni proje başlatıldı. Yetkililer çevre dostu uygulamaların yaygınlaşacağını belirtti. Enerji ve su tasarrufu hedefleniyor. Projenin uzun vadeli katkı sağlayacağı vurgulandı.,Yeni sürdürülebilir şehir projesi kamuoyuna açıklandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.1908740661302035,0.8091259338697965,0.08,1
100,karsit,Sozcu,Sürdürülebilir şehir projesi eleştirildi,Yeni şehir projesinin yetersiz olduğu iddia ediliyor. Uzmanlar planlamanın eksik olduğunu belirtiyor. Vatandaşlar projeye temkinli yaklaşıyor. Tartışmalar sürüyor.,Yeni sürdürülebilir şehir projesi kamuoyuna açıklandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.06557651275135717,0.9344234872486428,0.13157894736842105,3
100,notr,Hurriyet,Sürdürülebilir şehir projesi duyuruldu,Yeni sürdürülebilir şehir projesi kamuoyuna açıklandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,Yeni sürdürülebilir şehir projesi kamuoyuna açıklandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
